symptom,disease
"Lately I've had heavy snoring, breathing pauses during sleep, lack of focus and daytime sleepiness.",sleep apnea
I'm suffering from daytime sleepiness as well as dry mouth.,sleep apnea
These days I've been having daytime sleepiness plus constant headaches since a few days.,sleep apnea
Been having daytime sleepiness combined with constant headaches.,sleep apnea
"Recently I've been having hard to concentrate, dry mouth, daytime sleepiness and snoring so loudly for a while now.",sleep apnea
"I've been dealing with daytime sleepiness, can't focus at all, constant headaches and dry mouth since a few days.",sleep apnea
Been having breathing pauses during sleep and daytime sleepiness.,sleep apnea
I feel daytime sleepiness as well as can't focus at all.,sleep apnea
"Doctor, I'm dealing with kinda daytime sleepiness, breathing pauses during sleep plus hard to concentrate.",sleep apnea
"I'm suffering from mind keeps wandering, daytime sleepiness, also breathing pauses during sleep recently.",sleep apnea
I've been dealing with hard to concentrate combined with daytime sleepiness.,sleep apnea
"Lately I've been dealing with losing my balance, numbness in my body, feeling really weak, terrible head pain and vision problems.",stroke
I'm suffering from no strength at all as well as body parts going numb.,stroke
"I keep feeling vision problems, loss of sensation and losing my balance and I'm worried n stuff",stroke
"I keep having losing my balance, terrible head pain, vision problems, loss of sensation plus no strength at all since a few days.",stroke
"I wanted to tell you about terrible head pain, vision problems, losing my balance and numbness in my body since a few days.",stroke
"I keep noticing trouble with speaking, vision problems, losing my balance, mental cloudiness plus pins and needles and I'm worried.",stroke
"I have trouble with speaking, losing my balance, vision problems, body parts going numb, throbbing head pain and also can't think straight.",stroke
"I have my head's been pounding, losing my balance, trouble with speaking, vision problems plus mental cloudiness and I'm worried.",stroke
"I keep having terrible head pain, trouble with speaking, losing my balance, vision problems, mind feels foggy plus body parts going numb and I'm worried.",stroke
"I've been dealing with body parts going numb, vision problems plus constant headaches and I'm worried.",stroke
"I keep feeling no strength at all, pins and needles, trouble with speaking, losing my balance, vision problems plus can't think straight and it's getting worse.",stroke
"Doctor, I'm dealing with trouble with speaking, general weakness, vision problems, numbness in my body and losing my balance since a few days.",stroke
"Recently I've been having numbness in my body, vision problems combined with trouble with speaking and it's getting worse.",stroke
"I've been experiencing feeling really weak, feeling confused, pins and needles and trouble with speaking.",stroke
"Been having losing my balance, feeling confused, feeling really weak and vision problems and it's getting worse.",stroke
"I wanted to tell you about trouble with speaking, terrible head pain, also pins and needles for a while now.",stroke
"I've been dealing with throbbing head pain, trouble with speaking combined with vision problems recently.",stroke
"Recently I've been having losing my balance, loss of sensation, no strength at all and vision problems and I don't know what to do.",stroke
"Doctor, I'm dealing with losing my balance, vision problems n trouble with speaking for a while now.",stroke
"I keep having my head's been pounding, numbness in my body, trouble with speaking, no strength at all, losing my balance plus vision problems recently n stuff",stroke
I keep feeling feeling really weak along with losing my balance recently.,stroke
My problem is no strength at all and my head's been pounding and it's getting worse.,stroke
"I keep feelin general weakness, losing my balance, also constant headaches and it's getting worse.",stroke
"I keep getting general weakness, losing my balance along with terrible head pain and it's getting worse.",stroke
"Been having general weakness, losing my balance as well as terrible head pain and I don't know what to do.",stroke
I've been experiencing blood in sputum and my body's been burning up.,tuberculosis
Lately I've had feelin completely worn out and dropping weight without trying and I'm worried.,tuberculosis
"I wanted to tell you about blood in sputum, a nagging cough, running a temperature, dropping weight without trying and low energy and I'm worried.",tuberculosis
"My problem is can't stop coughing, running a temperature, exhaustion, unintentional weight drop plus blood in sputum and it's getting worse.",tuberculosis
"Lately I've had high temperature, also losing weight unexpectedly.",tuberculosis
I keep experiencing waking up drenched along with pain in my chest since a few days.,tuberculosis
"Been having low energy, my body's been burning up and unintentional weight drop recently.",tuberculosis
"I have dropping weight without trying, exhaustion, waking up drenched, chest hurts and high temperature.",tuberculosis
"I've been experiencing high temperature, dropping weight without trying, sweating badly at night and exhaustion and I don't know what to do.",tuberculosis
I'm going through pain in my chest plus losing weight unexpectedly.,tuberculosis
"I keep having running a temperature, blood in sputum, persistent cough and dropping weight without trying and I don't know what to do.",tuberculosis
"Doctor, I'm dealing with blood in sputum as well as can't stop coughing.",tuberculosis
"Been having can't stop coughing, blood in sputum, losing weight unexpectedly and high temperature since a few days.",tuberculosis
"Doctor, I'm dealing with a nagging cough, blood in sputum plus running a temperature and I don't know what to do.",tuberculosis
"Been having blood in sputum, high temperature, dropping weight without trying and a nagging cough.",tuberculosis
My problem is feeling drained combined with sharp chest pain and it's getting worse.,tuberculosis
"Doctor, I've been experiencing losing weight unexpectedly, sharp chest pain, feeling drained, heavy night sweats and also can't stop coughing and it's getting worse.",tuberculosis
Recently I've started having sharp chest pain combined with a nagging cough since a few days.,tuberculosis
"Doctor, I'm dealing with pain in my chest combined with coughing constantly.",tuberculosis
"I wanted to tell you about a nagging cough, sweating badly at night and losing weight unexpectedly.",tuberculosis
"I have losing weight unexpectedly, also coughing constantly.",tuberculosis
"I'm troubled by unintentional weight drop, persistent cough, blood in sputum and always tired and it's getting worse.",tuberculosis
"Been having dropping weight without trying, coughing constantly and blood in sputum and it's getting worse.",tuberculosis
Been having blood in sputum along with dropping weight without trying.,tuberculosis
"I'm suffering from a nagging cough, dropping weight without trying, blood in sputum and always tired and I don't know what to do.",tuberculosis
"I've been having pain in my belly, also running a temperature since a few days.",typhoid
"Recently I've been dealing with lost my appetite, also gut pain and I'm worried.",typhoid
I'm suffering from no desire to eat and gut pain and I'm worried.,typhoid
